#000000
#00000c
#000018
#000024
#000030
#00003c
#000048
#000054
#000060
#00006c
#000078
#000084
#000090
#00009c
#0000a8
#0000b4
#0000c0
#0000cc
#0000d8
#0000e4
#0000f0
#0000fc
#000c00
#000c0c
#000c18
#000c24
#000c30
#000c3c
#000c48
#000c54
#000c60
#000c6c
#000c78
#000c84
#000c90
#000c9c
#000ca8
#000cb4
#000cc0
#000ccc
#000cd8
#000ce4
#000cf0
#000cfc
#001800
#00180c
#001818
#001824
#001830
#00183c
#001848
#001854
#001860
#00186c
#001878
#001884
#001890
#00189c
#0018a8
#0018b4
#0018c0
#0018cc
#0018d8
#0018e4
#0018f0
#0018fc
#002400
#00240c
#002418
#002424
#002430
#00243c
#002448
#002454
#002460
#00246c
#002478
#002484
#002490
#00249c
#0024a8
#0024b4
#0024c0
#0024cc
#0024d8
#0024e4
#0024f0
#0024fc
#003000
#00300c
#003018
#003024
#003030
#00303c
#003048
#003054
#003060
#00306c
#003078
#003084
#003090
#00309c
#0030a8
#0030b4
#0030c0
#0030cc
#0030d8
#0030e4
#0030f0
#0030fc
#003c00
#003c0c
#003c18
#003c24
#003c30
#003c3c
#003c48
#003c54
#003c60
#003c6c
#003c78
#003c84
#003c90
#003c9c
#003ca8
#003cb4
#003cc0
#003ccc
#003cd8
#003ce4
#003cf0
#003cfc
#004800
#00480c
#004818
#004824
#004830
#00483c
#004848
#004854
#004860
#00486c
#004878
#004884
#004890
#00489c
#0048a8
#0048b4
#0048c0
#0048cc
#0048d8
#0048e4
#0048f0
#0048fc
#005400
#00540c
#005418
#005424
#005430
#00543c
#005448
#005454
#005460
#00546c
#005478
#005484
#005490
#00549c
#0054a8
#0054b4
#0054c0
#0054cc
#0054d8
#0054e4
#0054f0
#0054fc
#006000
#00600c
#006018
#006024
#006030
#00603c
#006048
#006054
#006060
#00606c
#006078
#006084
#006090
#00609c
#0060a8
#0060b4
#0060c0
#0060cc
#0060d8
#0060e4
#0060f0
#0060fc
#006c00
#006c0c
#006c18
#006c24
#006c30
#006c3c
#006c48
#006c54
#006c60
#006c6c
#006c78
#006c84
#006c90
#006c9c
#006ca8
#006cb4
#006cc0
#006ccc
#006cd8
#006ce4
#006cf0
#006cfc
#007800
#00780c
#007818
#007824
#007830
#00783c
#007848
#007854
#007860
#00786c
#007878
#007884
#007890
#00789c
#0078a8
#0078b4
#0078c0
#0078cc
#0078d8
#0078e4
#0078f0
#0078fc
#008400
#00840c
#008418
#008424
#008430
#00843c
#008448
#008454
#008460
#00846c
#008478
#008484
#008490
#00849c
#0084a8
#0084b4
#0084c0
#0084cc
#0084d8
#0084e4
#0084f0
#0084fc
#009000
#00900c
#009018
#009024
#009030
#00903c
#009048
#009054
#009060
#00906c
#009078
#009084
#009090
#00909c
#0090a8
#0090b4
#0090c0
#0090cc
#0090d8
#0090e4
#0090f0
#0090fc
#009c00
#009c0c
#009c18
#009c24
#009c30
#009c3c
#009c48
#009c54
#009c60
#009c6c
#009c78
#009c84
#009c90
#009c9c
#009ca8
#009cb4
#009cc0
#009ccc
#009cd8
#009ce4
#009cf0
#009cfc
#00a800
#00a80c
#00a818
#00a824
#00a830
#00a83c
#00a848
#00a854
#00a860
#00a86c
#00a878
#00a884
#00a890
#00a89c
#00a8a8
#00a8b4
#00a8c0
#00a8cc
#00a8d8
#00a8e4
#00a8f0
#00a8fc
#00b400
#00b40c
#00b418
#00b424
#00b430
#00b43c
#00b448
#00b454
#00b460
#00b46c
#00b478
#00b484
#00b490
#00b49c
#00b4a8
#00b4b4
#00b4c0
#00b4cc
#00b4d8
#00b4e4
#00b4f0
#00b4fc
#00c000
#00c00c
#00c018
#00c024
#00c030
#00c03c
#00c048
#00c054
#00c060
#00c06c
#00c078
#00c084
#00c090
#00c09c
#00c0a8
#00c0b4
#00c0c0
#00c0cc
#00c0d8
#00c0e4
#00c0f0
#00c0fc
#00cc00
#00cc0c
#00cc18
#00cc24
#00cc30
#00cc3c
#00cc48
#00cc54
#00cc60
#00cc6c
#00cc78
#00cc84
#00cc90
#00cc9c
#00cca8
#00ccb4
#00ccc0
#00cccc
#00ccd8
#00cce4
#00ccf0
#00ccfc
#00d800
#00d80c
#00d818
#00d824
#00d830
#00d83c
#00d848
#00d854
#00d860
#00d86c
#00d878
#00d884
#00d890
#00d89c
#00d8a8
#00d8b4
#00d8c0
#00d8cc
#00d8d8
#00d8e4
#00d8f0
#00d8fc
#00e400
#00e40c
#00e418
#00e424
#00e430
#00e43c
#00e448
#00e454
#00e460
#00e46c
#00e478
#00e484
#00e490
#00e49c
#00e4a8
#00e4b4
#00e4c0
#00e4cc
#00e4d8
#00e4e4
#00e4f0
#00e4fc
#00f000
#00f00c
#00f018
#00f024
#00f030
#00f03c
#00f048
#00f054
#00f060
#00f06c
#00f078
#00f084
#00f090
#00f09c
#00f0a8
#00f0b4
#00f0c0
#00f0cc
#00f0d8
#00f0e4
#00f0f0
#00f0fc
#00fc00
#00fc0c
#00fc18
#00fc24
#00fc30
#00fc3c
#00fc48
#00fc54
#00fc60
#00fc6c
#00fc78
#00fc84
#00fc90
#00fc9c
#00fca8
#00fcb4
#00fcc0
#00fccc
#00fcd8
#00fce4
#00fcf0
#00fcfc
#0c0000
#0c000c
#0c0018
#0c0024
#0c0030
#0c003c
#0c0048
#0c0054
#0c0060
#0c006c
#0c0078
#0c0084
#0c0090
#0c009c
#0c00a8
#0c00b4
#0c00c0
#0c00cc
#0c00d8
#0c00e4
#0c00f0
#0c00fc
#0c0c00
#0c0c0c
#0c0c18
#0c0c24
#0c0c30
#0c0c3c
#0c0c48
#0c0c54
#0c0c60
#0c0c6c
#0c0c78
#0c0c84
#0c0c90
#0c0c9c
#0c0ca8
#0c0cb4
#0c0cc0
#0c0ccc
#0c0cd8
#0c0ce4
#0c0cf0
#0c0cfc
#0c1800
#0c180c
#0c1818
#0c1824
#0c1830
#0c183c
#0c1848
#0c1854
#0c1860
#0c186c
#0c1878
#0c1884
#0c1890
#0c189c
#0c18a8
#0c18b4
#0c18c0
#0c18cc
#0c18d8
#0c18e4
#0c18f0
#0c18fc
#0c2400
#0c240c
#0c2418
#0c2424
#0c2430
#0c243c
#0c2448
#0c2454
#0c2460
#0c246c
#0c2478
#0c2484
#0c2490
#0c249c
#0c24a8
#0c24b4
#0c24c0
#0c24cc
#0c24d8
#0c24e4
#0c24f0
#0c24fc
#0c3000
#0c300c
#0c3018
#0c3024
#0c3030
#0c303c
#0c3048
#0c3054
#0c3060
#0c306c
#0c3078
#0c3084
#0c3090
#0c309c
#0c30a8
#0c30b4
#0c30c0
#0c30cc
#0c30d8
#0c30e4
#0c30f0
#0c30fc
#0c3c00
#0c3c0c
#0c3c18
#0c3c24
#0c3c30
#0c3c3c
#0c3c48
#0c3c54
#0c3c60
#0c3c6c
#0c3c78
#0c3c84
#0c3c90
#0c3c9c
#0c3ca8
#0c3cb4
#0c3cc0
#0c3ccc
#0c3cd8
#0c3ce4
#0c3cf0
#0c3cfc
#0c4800
#0c480c
#0c4818
#0c4824
#0c4830
#0c483c
#0c4848
#0c4854
#0c4860
#0c486c
#0c4878
#0c4884
#0c4890
#0c489c
#0c48a8
#0c48b4
#0c48c0
#0c48cc
#0c48d8
#0c48e4
#0c48f0
#0c48fc
#0c5400
#0c540c
#0c5418
#0c5424
#0c5430
#0c543c
#0c5448
#0c5454
#0c5460
#0c546c
#0c5478
#0c5484
#0c5490
#0c549c
#0c54a8
#0c54b4
#0c54c0
#0c54cc
#0c54d8
#0c54e4
#0c54f0
#0c54fc
#0c6000
#0c600c
#0c6018
#0c6024
#0c6030
#0c603c
#0c6048
#0c6054
#0c6060
#0c606c
#0c6078
#0c6084
#0c6090
#0c609c
#0c60a8
#0c60b4
#0c60c0
#0c60cc
#0c60d8
#0c60e4
#0c60f0
#0c60fc
#0c6c00
#0c6c0c
#0c6c18
#0c6c24
#0c6c30
#0c6c3c
#0c6c48
#0c6c54
#0c6c60
#0c6c6c
#0c6c78
#0c6c84
#0c6c90
#0c6c9c
#0c6ca8
#0c6cb4
#0c6cc0
#0c6ccc
#0c6cd8
#0c6ce4
#0c6cf0
#0c6cfc
#0c7800
#0c780c
#0c7818
#0c7824
#0c7830
#0c783c
#0c7848
#0c7854
#0c7860
#0c786c
#0c7878
#0c7884
#0c7890
#0c789c
#0c78a8
#0c78b4
#0c78c0
#0c78cc
#0c78d8
#0c78e4
#0c78f0
#0c78fc
#0c8400
#0c840c
#0c8418
#0c8424
#0c8430
#0c843c
#0c8448
#0c8454
#0c8460
#0c846c
#0c8478
#0c8484
#0c8490
#0c849c
#0c84a8
#0c84b4
#0c84c0
#0c84cc
#0c84d8
#0c84e4
#0c84f0
#0c84fc
#0c9000
#0c900c
#0c9018
#0c9024
#0c9030
#0c903c
#0c9048
#0c9054
#0c9060
#0c906c
#0c9078
#0c9084
#0c9090
#0c909c
#0c90a8
#0c90b4
#0c90c0
#0c90cc
#0c90d8
#0c90e4
#0c90f0
#0c90fc
#0c9c00
#0c9c0c
#0c9c18
#0c9c24
#0c9c30
#0c9c3c
#0c9c48
#0c9c54
#0c9c60
#0c9c6c
#0c9c78
#0c9c84
#0c9c90
#0c9c9c
#0c9ca8
#0c9cb4
#0c9cc0
#0c9ccc
#0c9cd8
#0c9ce4
#0c9cf0
#0c9cfc
#0ca800
#0ca80c
#0ca818
#0ca824
#0ca830
#0ca83c
#0ca848
#0ca854
#0ca860
#0ca86c
#0ca878
#0ca884
#0ca890
#0ca89c
#0ca8a8
#0ca8b4
#0ca8c0
#0ca8cc
#0ca8d8
#0ca8e4
#0ca8f0
#0ca8fc
#0cb400
#0cb40c
#0cb418
#0cb424
#0cb430
#0cb43c
#0cb448
#0cb454
#0cb460
#0cb46c
#0cb478
#0cb484
#0cb490
#0cb49c
#0cb4a8
#0cb4b4
#0cb4c0
#0cb4cc
#0cb4d8
#0cb4e4
#0cb4f0
#0cb4fc
#0cc000
#0cc00c
#0cc018
#0cc024
#0cc030
#0cc03c
#0cc048
#0cc054
#0cc060
#0cc06c
#0cc078
#0cc084
#0cc090
#0cc09c
#0cc0a8
#0cc0b4
#0cc0c0
#0cc0cc
#0cc0d8
#0cc0e4
#0cc0f0
#0cc0fc
#0ccc00
#0ccc0c
#0ccc18
#0ccc24
#0ccc30
#0ccc3c
#0ccc48
#0ccc54
#0ccc60
#0ccc6c
#0ccc78
#0ccc84
#0ccc90
#0ccc9c
#0ccca8
#0cccb4
#0cccc0
#0ccccc
#0cccd8
#0ccce4
#0cccf0
#0cccfc
#0cd800
#0cd80c
